lin_acc_x, lin_acc_y, lin_acc_z
8.832,4.269,-0.0
8.873,4.184,-0.0
8.915,4.093,-0.0
8.959,3.996,-0.0
9.003,3.895,-0.0
9.046,3.794,-0.0
9.091,3.686,-0.0
9.133,3.579,-0.0
9.176,3.468,-0.0
9.218,3.354,-0.0
9.258,3.244,-0.0
9.296,3.133,-0.0
9.333,3.021,-0.0
9.367,2.912,-0.0
9.398,2.813,-0.0
9.427,2.714,-0.0
9.454,2.618,-0.0
9.478,2.529,-0.0
9.499,2.45,-0.0
9.518,2.376,-0.0
9.535,2.306,-0.0
9.549,2.247,-0.0
9.561,2.194,-0.0
9.572,2.147,-0.0
9.581,2.108,-0.0
9.588,2.075,-0.0
9.594,2.048,-0.0
9.598,2.028,-0.0
9.601,2.013,-0.0
9.603,2.002,-0.0
9.605,1.995,-0.0
9.606,1.991,-0.0
9.606,1.989,-0.0
9.606,1.989,-0.0
9.606,1.991,-0.0
9.604,2.002,-0.0
9.599,2.025,0.0
9.593,2.054,0.0
9.588,2.077,0.0
9.582,2.106,0.0
9.577,2.13,0.0
9.577,2.129,0.001
9.574,2.146,0.001
9.566,2.184,0.001
9.565,2.19,0.002
9.558,2.225,0.002
9.537,2.327,0.003
9.534,2.344,0.003
9.531,2.359,0.004
9.506,2.483,0.005
9.5,2.517,0.005
9.509,2.473,0.005
9.539,2.329,0.003
9.548,2.286,0.003
9.518,2.437,0.006
9.56,2.231,0.001
9.591,2.078,0.0
9.56,2.236,0.005
9.612,1.977,-0.002
9.449,2.796,0.016
9.485,2.618,-0.004
9.881,0.625,-0.041
9.776,1.154,0.007
9.574,2.167,0.022
9.561,2.237,0.005
9.599,2.044,-0.001
9.707,1.497,-0.01
9.678,1.64,-0.001
9.614,1.97,0.005
9.587,2.106,0.004
9.636,1.858,-0.003
9.656,1.755,-0.002
9.608,2.003,0.004
9.616,1.958,0.001
9.663,1.717,-0.004
9.631,1.883,0.002
9.613,1.978,0.002
9.698,1.53,-0.008
9.668,1.688,0.001
9.598,2.059,0.007
9.65,1.784,-0.003
9.664,1.71,-0.002
9.618,1.951,0.004
9.653,1.769,-0.002
9.676,1.643,-0.003
9.663,1.71,0.0
9.682,1.607,-0.003
9.671,1.665,-0.0
9.688,1.576,-0.003
9.736,1.311,-0.007
9.744,1.263,-0.005
9.733,1.32,-0.003
9.735,1.309,-0.004
9.726,1.358,-0.003
9.722,1.372,-0.003
9.731,1.326,-0.004
9.729,1.334,-0.003
9.722,1.372,-0.003
9.704,1.466,-0.002
9.695,1.518,-0.001
9.692,1.532,-0.001
9.687,1.563,-0.001
9.684,1.578,-0.001
9.682,1.589,-0.0
9.677,1.614,-0.0
9.673,1.639,-0.0
9.668,1.663,-0.0
9.663,1.692,-0.0
9.658,1.719,-0.0
9.655,1.737,-0.0
9.653,1.748,-0.0
9.651,1.758,-0.0
9.649,1.771,-0.0
9.645,1.79,-0.0
9.641,1.814,-0.0
9.636,1.84,-0.0
9.629,1.875,-0.0
9.621,1.918,-0.0
9.611,1.968,-0.0
9.599,2.024,-0.0
9.586,2.085,-0.0
9.57,2.155,-0.0
9.553,2.229,-0.0
9.534,2.311,-0.0
9.511,2.401,-0.0
9.488,2.492,-0.0
9.461,2.59,-0.0
9.432,2.695,-0.0
9.401,2.799,-0.0
9.369,2.906,-0.0
9.335,3.013,-0.0
9.299,3.122,-0.0
9.261,3.235,-0.0
9.221,3.346,-0.0
9.181,3.454,-0.0
9.142,3.556,-0.0
9.102,3.656,-0.0
9.063,3.752,-0.0
9.022,3.851,-0.0
8.985,3.936,-0.0
8.945,4.026,-0.0
8.905,4.113,-0.0
8.882,4.164,-0.0
8.856,4.218,-0.0
8.824,4.285,-0.0
8.802,4.331,-0.0
8.784,4.368,-0.0
8.767,4.402,-0.0
8.75,4.434,-0.0
8.738,4.46,-0.0
8.728,4.478,-0.0
8.722,4.49,-0.0
8.717,4.5,-0.0
8.713,4.507,-0.0
8.711,4.511,-0.0
8.71,4.513,-0.0
8.71,4.514,-0.0
8.71,4.514,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.71,4.514,-0.0
8.711,4.512,-0.0
8.713,4.508,-0.0
8.717,4.5,-0.0
8.723,4.488,-0.0
8.731,4.473,-0.0
8.742,4.452,-0.0
8.755,4.427,-0.0
8.771,4.394,-0.0
8.79,4.356,-0.0
8.811,4.312,-0.0
8.836,4.261,-0.0
8.864,4.202,-0.0
8.893,4.14,-0.0
8.926,4.069,-0.0
8.961,3.991,-0.0
8.999,3.906,-0.0
9.035,3.82,-0.0
9.074,3.726,-0.0
9.115,3.625,-0.0
9.154,3.526,-0.0
9.194,3.421,-0.0
9.234,3.311,-0.0
9.272,3.202,-0.0
9.309,3.094,-0.0
9.343,2.989,-0.0
9.377,2.881,-0.0
9.411,2.767,-0.0
9.442,2.659,-0.0
9.47,2.559,-0.0
9.494,2.467,-0.0
9.519,2.371,-0.0
9.541,2.28,-0.0
9.558,2.206,-0.0
9.575,2.133,-0.0
9.59,2.064,-0.0
9.603,2.003,-0.0
9.615,1.947,-0.0
9.623,1.904,-0.0
9.631,1.866,-0.0
9.637,1.833,-0.0
9.642,1.806,-0.0
9.646,1.785,-0.0
9.649,1.769,-0.0
9.651,1.758,-0.0
9.652,1.751,-0.0
9.653,1.747,-0.0
9.654,1.745,-0.0
9.654,1.744,-0.0
9.654,1.743,-0.0
9.654,1.744,-0.0
9.653,1.747,-0.0
9.652,1.753,-0.0
9.651,1.762,-0.0
9.648,1.776,-0.0
9.645,1.794,-0.0
9.64,1.819,-0.0
9.634,1.85,-0.0
9.627,1.885,-0.0
9.618,1.929,-0.0
9.608,1.98,-0.0
9.596,2.039,-0.0
9.582,2.101,-0.0
9.566,2.172,-0.0
9.548,2.252,-0.0
9.528,2.333,-0.0
9.506,2.423,-0.0
9.48,2.519,-0.0
9.453,2.621,-0.0
9.424,2.721,-0.0
9.394,2.824,-0.0
9.361,2.932,-0.0
9.326,3.04,-0.0
9.289,3.153,-0.0
9.249,3.268,-0.0
9.211,3.373,-0.0
9.172,3.478,-0.0
9.131,3.584,-0.0
9.092,3.681,-0.0
9.053,3.778,-0.0
9.014,3.87,-0.0
8.977,3.954,-0.0
8.942,4.033,-0.0
8.908,4.108,-0.0
8.877,4.174,-0.0
8.849,4.234,-0.0
8.822,4.289,-0.0
8.799,4.337,-0.0
8.779,4.377,-0.0
8.762,4.411,-0.0
8.748,4.439,-0.0
8.736,4.462,-0.0
8.727,4.48,-0.0
8.72,4.493,-0.0
8.716,4.502,-0.0
8.713,4.508,-0.0
8.711,4.512,-0.0
8.71,4.513,-0.0
8.71,4.514,-0.0
8.71,4.514,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.709,4.515,-0.0
8.71,4.514,-0.0
8.71,4.513,-0.0
8.712,4.509,-0.0
8.716,4.502,-0.0
8.721,4.492,-0.0
8.729,4.476,-0.0
8.739,4.457,-0.0
8.752,4.432,-0.0
8.767,4.402,-0.0
8.785,4.365,-0.0
8.807,4.321,-0.0
8.83,4.273,-0.0
8.857,4.217,-0.0
8.887,4.153,-0.0
8.919,4.086,-0.0
8.953,4.01,-0.0
8.99,3.926,-0.0
9.026,3.841,-0.0
9.065,3.749,-0.0
9.106,3.649,-0.0
9.146,3.546,-0.0
9.185,3.445,-0.0
9.224,3.337,-0.0
9.264,3.226,-0.0
9.3,3.119,-0.0
9.336,3.01,-0.0
9.371,2.898,-0.0
9.403,2.793,-0.0
9.434,2.688,-0.0
9.463,2.584,-0.0
9.49,2.484,-0.0
9.513,2.394,-0.0
9.535,2.306,-0.0
9.555,2.222,-0.0
9.571,2.149,-0.0
9.587,2.08,-0.0
9.6,2.02,-0.0
9.611,1.964,-0.0
9.621,1.916,-0.0
9.629,1.875,-0.0
9.636,1.84,-0.0
9.641,1.812,-0.0
9.645,1.79,-0.0
9.648,1.773,-0.0
9.651,1.761,-0.0
9.652,1.753,-0.0
9.653,1.748,-0.0
9.654,1.745,-0.0
9.654,1.744,-0.0
9.654,1.743,-0.0
9.654,1.741,-0.0
9.655,1.737,-0.0
9.656,1.734,-0.0
9.656,1.732,0.0
9.656,1.733,0.0
9.655,1.739,0.0
9.652,1.754,0.0
9.649,1.773,0.0
9.645,1.795,0.0
9.64,1.824,0.0
9.634,1.855,0.0
9.63,1.879,0.0
9.622,1.924,0.0
9.596,2.05,-0.0
9.578,2.139,-0.0
9.582,2.122,0.0
9.575,2.156,0.001
9.552,2.259,0.0
9.522,2.386,-0.0
9.504,2.46,0.0
9.494,2.497,0.0
9.473,2.581,0.0
9.455,2.651,0.0
9.425,2.757,0.0
9.374,2.93,-0.0
9.35,3.005,-0.0
9.341,3.031,0.0
9.326,3.081,0.001
9.276,3.226,-0.0
9.21,3.417,-0.001
9.204,3.427,0.0
9.195,3.449,0.0
9.165,3.531,0.0
9.133,3.614,0.0
9.083,3.739,-0.0
9.045,3.831,-0.0
9.027,3.871,0.0
8.986,3.966,-0.0
8.939,4.072,-0.0
8.91,4.135,0.0
8.874,4.211,0.0
8.849,4.265,0.0
8.812,4.339,0.0
8.75,4.466,-0.0
8.705,4.553,-0.0
8.688,4.584,0.0
8.636,4.681,-0.0
8.58,4.785,-0.0
8.564,4.814,0.0
8.507,4.912,-0.0
8.448,5.016,-0.0
8.432,5.042,0.0
8.371,5.141,-0.0
8.309,5.243,-0.0
8.294,5.266,0.0
8.23,5.366,-0.0
8.164,5.467,-0.0
8.15,5.488,0.0
8.081,5.588,-0.0
8.013,5.687,-0.0
8.0,5.704,0.0
7.948,5.777,0.0
7.857,5.902,-0.0
7.801,5.976,-0.0
7.788,5.992,0.0
7.711,6.09,-0.0
7.637,6.185,-0.0
7.627,6.196,0.0
7.543,6.297,-0.0
7.467,6.39,-0.0
7.458,6.399,0.0
7.396,6.471,0.0
7.29,6.592,-0.0
7.231,6.657,-0.0
7.194,6.694,0.0
7.127,6.767,-0.0
7.084,6.811,0.0
7.008,6.89,-0.0
6.881,7.017,-0.001
6.805,7.09,-0.0
6.779,7.112,-0.0
6.693,7.192,-0.0
6.61,7.268,-0.001
6.595,7.277,-0.0
6.548,7.318,-0.0
6.482,7.376,-0.0
6.447,7.404,-0.0
6.437,7.41,-0.0
6.422,7.421,-0.0
6.413,7.427,-0.0
6.408,7.43,-0.0
6.401,7.436,-0.0
6.397,7.439,-0.0
6.388,7.446,-0.0
6.386,7.447,-0.0
6.393,7.441,-0.0
6.397,7.438,-0.0
6.402,7.433,-0.0
6.408,7.428,-0.0
6.414,7.422,-0.0
6.418,7.419,-0.0
6.419,7.419,-0.0
6.417,7.42,-0.0
6.414,7.423,-0.0
6.408,7.428,-0.0
6.402,7.433,-0.0
6.392,7.441,-0.0
6.383,7.449,-0.0
6.37,7.46,-0.0
6.355,7.473,-0.0
6.338,7.487,-0.0
6.319,7.504,-0.0
6.297,7.522,-0.0
6.274,7.542,-0.0
6.248,7.563,-0.0
6.219,7.587,-0.0
6.189,7.611,-0.0
6.159,7.636,-0.0
6.126,7.662,-0.0
6.091,7.69,-0.0
6.057,7.717,-0.0
6.021,7.745,-0.0
5.986,7.772,-0.0
5.952,7.798,-0.0
5.917,7.824,-0.0
5.883,7.85,-0.0
5.852,7.874,-0.0
5.821,7.897,-0.0
5.791,7.918,-0.0
5.765,7.938,-0.0
5.739,7.956,-0.0
5.716,7.973,-0.0
5.695,7.987,-0.0
5.677,8.001,-0.0
5.661,8.012,-0.0
5.647,8.021,-0.0
5.636,8.029,-0.0
5.627,8.036,-0.0
5.62,8.041,-0.0
5.614,8.045,-0.0
5.61,8.047,-0.0
5.608,8.049,-0.0
5.607,8.05,-0.0
5.606,8.05,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.05,-0.0
5.607,8.05,-0.0
5.608,8.049,-0.0
5.611,8.047,-0.0
5.616,8.044,-0.0
5.622,8.039,-0.0
5.63,8.034,-0.0
5.639,8.027,-0.0
5.651,8.019,-0.0
5.666,8.008,-0.0
5.682,7.997,-0.0
5.701,7.983,-0.0
5.723,7.968,-0.0
5.746,7.951,-0.0
5.771,7.933,-0.0
5.799,7.912,-0.0
5.828,7.891,-0.0
5.86,7.868,-0.0
5.892,7.844,-0.0
5.924,7.819,-0.0
5.959,7.793,-0.0
5.994,7.766,-0.0
6.029,7.739,-0.0
6.064,7.712,-0.0
6.099,7.684,-0.0
6.133,7.657,-0.0
6.165,7.631,-0.0
6.196,7.605,-0.0
6.225,7.582,-0.0
6.253,7.559,-0.0
6.279,7.537,-0.0
6.303,7.517,-0.0
6.324,7.5,-0.0
6.343,7.483,-0.0
6.36,7.469,-0.0
6.374,7.457,-0.0
6.386,7.447,-0.0
6.396,7.438,-0.0
6.404,7.431,-0.0
6.411,7.425,-0.0
6.415,7.422,-0.0
6.418,7.419,-0.0
6.42,7.417,-0.0
6.421,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.421,7.416,-0.0
6.42,7.417,-0.0
6.419,7.419,-0.0
6.415,7.421,-0.0
6.411,7.425,-0.0
6.405,7.431,-0.0
6.397,7.438,-0.0
6.387,7.446,-0.0
6.375,7.456,-0.0
6.361,7.468,-0.0
6.344,7.483,-0.0
6.326,7.498,-0.0
6.305,7.516,-0.0
6.281,7.535,-0.0
6.257,7.556,-0.0
6.229,7.578,-0.0
6.2,7.603,-0.0
6.168,7.628,-0.0
6.137,7.653,-0.0
6.103,7.68,-0.0
6.068,7.708,-0.0
6.034,7.735,-0.0
5.998,7.762,-0.0
5.963,7.79,-0.0
5.929,7.816,-0.0
5.895,7.841,-0.0
5.862,7.866,-0.0
5.83,7.89,-0.0
5.8,7.912,-0.0
5.773,7.932,-0.0
5.747,7.951,-0.0
5.724,7.967,-0.0
5.702,7.982,-0.0
5.683,7.996,-0.0
5.667,8.008,-0.0
5.652,8.018,-0.0
5.64,8.027,-0.0
5.63,8.034,-0.0
5.622,8.039,-0.0
5.616,8.044,-0.0
5.611,8.047,-0.0
5.609,8.049,-0.0
5.607,8.05,-0.0
5.606,8.05,-0.0
5.606,8.05,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.05,-0.0
5.607,8.049,-0.0
5.61,8.048,-0.0
5.613,8.045,-0.0
5.619,8.042,-0.0
5.626,8.037,-0.0
5.635,8.03,-0.0
5.646,8.022,-0.0
5.659,8.013,-0.0
5.675,8.002,-0.0
5.693,7.989,-0.0
5.713,7.975,-0.0
5.735,7.959,-0.0
5.76,7.941,-0.0
5.787,7.921,-0.0
5.815,7.901,-0.0
5.845,7.878,-0.0
5.878,7.854,-0.0
5.91,7.83,-0.0
5.944,7.804,-0.0
5.979,7.777,-0.0
6.014,7.75,-0.0
6.049,7.723,-0.0
6.084,7.695,-0.0
6.118,7.669,-0.0
6.151,7.642,-0.0
6.183,7.616,-0.0
6.213,7.592,-0.0
6.241,7.568,-0.0
6.268,7.546,-0.0
6.293,7.525,-0.0
6.315,7.507,-0.0
6.335,7.49,-0.0
6.353,7.475,-0.0
6.369,7.462,-0.0
6.381,7.451,-0.0
6.392,7.441,-0.0
6.401,7.434,-0.0
6.408,7.428,-0.0
6.413,7.423,-0.0
6.417,7.42,-0.0
6.42,7.418,-0.0
6.421,7.417,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.423,7.415,-0.0
6.43,7.409,-0.0
6.445,7.396,0.0
6.467,7.377,0.0
6.499,7.349,0.0
6.546,7.308,0.0
6.55,7.305,0.0
6.579,7.279,0.001
6.77,7.114,0.002
7.071,6.852,0.003
6.968,6.941,0.002
6.859,7.034,0.001
6.987,6.922,0.002
6.958,6.946,0.002
7.0,6.908,0.003
7.043,6.868,0.003
6.94,6.957,0.001
6.838,7.044,0.0
7.262,6.669,0.01
6.946,6.945,-0.002
6.451,7.379,-0.008
6.726,7.136,0.004
6.766,7.099,0.002
6.701,7.156,-0.001
6.539,7.299,-0.003
6.407,7.417,-0.003
6.224,7.581,-0.005
6.107,7.687,-0.002
6.272,7.541,0.002
6.387,7.439,0.001
6.146,7.657,-0.005
5.961,7.825,-0.004
6.031,7.764,-0.0
6.15,7.658,0.0
6.013,7.784,-0.002
5.987,7.81,-0.002
6.151,7.662,0.001
6.098,7.711,-0.002
6.122,7.691,-0.001
6.223,7.6,-0.0
6.282,7.546,-0.001
6.335,7.499,-0.001
6.422,7.419,-0.0
6.484,7.363,-0.0
6.515,7.335,-0.0
6.541,7.312,-0.0
6.564,7.29,-0.0
6.583,7.273,-0.0
6.594,7.264,-0.0
6.596,7.261,-0.0
6.594,7.263,-0.0
6.589,7.268,-0.0
6.583,7.274,-0.0
6.573,7.282,-0.0
6.562,7.293,-0.0
6.547,7.305,-0.0
6.531,7.32,-0.0
6.512,7.337,-0.0
6.489,7.357,-0.0
6.464,7.379,-0.0
6.437,7.403,-0.0
6.407,7.429,-0.0
6.375,7.456,-0.0
6.341,7.485,-0.0
6.304,7.517,-0.0
6.265,7.549,-0.0
6.226,7.581,-0.0
6.185,7.614,-0.0
6.144,7.648,-0.0
6.102,7.681,-0.0
6.062,7.713,-0.0
6.022,7.744,-0.0
5.984,7.773,-0.0
5.945,7.803,-0.0
5.911,7.829,-0.0
5.877,7.854,-0.0
5.848,7.877,-0.0
5.818,7.898,-0.0
5.793,7.917,-0.0
5.772,7.932,-0.0
5.751,7.947,-0.0
5.735,7.959,-0.0
5.721,7.969,-0.0
5.707,7.979,-0.0
5.699,7.985,-0.0
5.693,7.989,-0.0
5.689,7.992,-0.0
5.686,7.994,-0.0
5.685,7.995,-0.0
5.684,7.996,-0.0
5.684,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.684,7.996,-0.0
5.685,7.995,-0.0
5.687,7.993,-0.0
5.69,7.991,-0.0
5.696,7.987,-0.0
5.704,7.982,-0.0
5.713,7.975,-0.0
5.726,7.966,-0.0
5.741,7.954,-0.0
5.759,7.942,-0.0
5.78,7.927,-0.0
5.804,7.909,-0.0
5.83,7.89,-0.0
5.858,7.869,-0.0
5.889,7.846,-0.0
5.924,7.82,-0.0
5.961,7.792,-0.0
5.997,7.763,-0.0
6.036,7.733,-0.0
6.075,7.702,-0.0
6.116,7.67,-0.0
6.157,7.637,-0.0
6.199,7.603,-0.0
6.239,7.571,-0.0
6.278,7.538,-0.0
6.318,7.505,-0.0
6.354,7.475,-0.0
6.386,7.446,-0.0
6.418,7.419,-0.0
6.448,7.393,-0.0
6.474,7.37,-0.0
6.498,7.349,-0.0
6.52,7.33,-0.0
6.538,7.314,-0.0
6.554,7.3,-0.0
6.567,7.288,-0.0
6.577,7.279,-0.0
6.585,7.271,-0.0
6.592,7.266,-0.0
6.596,7.261,-0.0
6.599,7.259,-0.0
6.6,7.258,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.599,7.259,-0.0
6.59,7.267,-0.0
6.574,7.281,0.0
6.547,7.306,0.0
6.536,7.316,0.0
6.544,7.309,0.0
6.388,7.452,0.001
6.315,7.519,0.001
6.402,7.441,0.001
6.276,7.558,0.002
6.069,7.751,0.003
6.014,7.805,0.003
5.945,7.874,0.004
6.209,7.633,-0.001
6.58,7.295,-0.003
6.027,7.82,0.009
5.782,8.054,0.007
6.252,7.622,-0.002
6.385,7.503,0.0
6.407,7.491,0.001
6.653,7.261,-0.004
6.798,7.13,-0.003
6.383,7.546,0.009
6.506,7.426,-0.002
7.212,6.729,-0.015
7.11,6.835,0.003
6.837,7.106,0.006
7.189,6.745,-0.008
7.235,6.701,-0.001
6.88,7.067,0.008
6.993,6.948,-0.003
7.236,6.697,-0.005
7.39,6.533,-0.003
7.427,6.493,-0.001
7.201,6.735,0.005
7.159,6.779,0.001
7.225,6.708,-0.001
7.453,6.452,-0.005
7.584,6.308,-0.003
7.251,6.683,0.008
7.301,6.625,-0.002
7.568,6.324,-0.006
7.417,6.498,0.004
7.399,6.517,0.001
7.698,6.167,-0.007
7.776,6.075,-0.001
7.499,6.404,0.007
7.384,6.541,0.003
7.691,6.17,-0.007
7.89,5.928,-0.004
7.764,6.08,0.004
7.699,6.159,0.002
7.647,6.224,0.002
7.753,6.088,-0.002
7.926,5.87,-0.004
7.784,6.053,0.005
7.806,6.023,-0.0
7.956,5.828,-0.004
7.862,5.951,0.003
7.827,6.0,0.001
8.013,5.752,-0.005
8.123,5.6,-0.002
7.984,5.786,0.004
7.969,5.804,0.001
8.103,5.62,-0.003
8.054,5.687,0.002
7.997,5.767,0.002
8.136,5.571,-0.003
8.265,5.388,-0.003
8.182,5.506,0.003
8.161,5.535,0.001
8.255,5.396,-0.002
8.281,5.354,-0.0
8.285,5.345,0.0
8.23,5.428,0.002
8.187,5.493,0.002
8.302,5.317,-0.003
8.397,5.171,-0.002
8.318,5.3,0.003
8.35,5.254,-0.0
8.462,5.077,-0.003
8.485,5.03,-0.0
8.511,4.984,-0.001
8.522,4.961,0.0
8.595,4.836,-0.001
8.62,4.791,-0.0
8.497,4.991,0.004
8.435,5.099,0.003
8.446,5.094,0.001
8.553,4.917,-0.003
8.741,4.586,-0.006
8.795,4.48,-0.001
8.674,4.68,0.004
8.625,4.769,0.003
8.679,4.683,-0.001
8.694,4.656,0.0
8.718,4.605,-0.0
8.784,4.482,-0.002
8.782,4.484,0.001
8.789,4.469,0.0
8.84,4.371,-0.001
8.831,4.387,0.001
8.8,4.447,0.002
8.846,4.358,-0.001
8.922,4.205,-0.002
8.927,4.191,0.0
8.896,4.252,0.002
8.897,4.252,0.001
8.957,4.128,-0.001
9.032,3.965,-0.002
9.061,3.898,-0.001
9.057,3.903,0.001
9.04,3.936,0.001
9.029,3.959,0.001
9.008,4.003,0.001
8.991,4.044,0.002
9.015,3.996,0.0
9.088,3.831,-0.002
9.179,3.618,-0.003
9.226,3.499,-0.002
9.2,3.556,0.001
9.148,3.679,0.003
9.15,3.674,0.001
9.195,3.561,-0.001
9.232,3.464,-0.001
9.226,3.477,0.001
9.202,3.539,0.002
9.207,3.528,0.001
9.258,3.398,-0.001
9.334,3.194,-0.003
9.35,3.142,-0.0
9.33,3.192,0.002
9.36,3.105,-0.001
9.378,3.05,-0.0
9.331,3.18,0.003
9.312,3.237,0.002
9.345,3.143,-0.001
9.363,3.088,-0.0
9.368,3.074,0.001
9.407,2.958,-0.001
9.463,2.782,-0.002
9.495,2.675,-0.001
9.495,2.668,0.0
9.462,2.771,0.002
